Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: Ariadne total,# links: GetIt total,# links: All Total,% total: Ariadne,% total: GetIt,ARIADNE: BACKEND_API_FETCH_ERROR_FAILED_TO_FETCH,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
"getit.library.nyu.edu/resolve??charset=utf-8&atitle=The impact of advertising on social processes&jtitle=Mind & Society=&title=Mind & Society=&issn=1860-1839(ELECTRONIC),15937879(PRINT)&date=2021&aulast=Pavlovskaya&aufirst=Olga&au=Pavlovskaya,Olga&genre=article","Article | The impact of advertising on social processes | Pavlovskaya,Olga 2021 | Published in Journal Mind  | ISSN:0026-4423",2,1,3,3,5,8,38,63,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18881646&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-24T09:38:04-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Cicero,+Marcus+Tullius&rft.aucorp=Powell,+Jonathan&rft.aufirst=Marcus+Tullius,&rft.auinitm=T&rft.aulast=Cicero&rft.btitle=The+republic+:+and,+the+laws&rft.date=1998&rft.eisbn=0-19-183841-1&rft.eisbn_additional=978-0-19-159356-7&rft.eissn=0192832360&rft.genre=book&rft.isbn=9780191593567&rft.isbn_additional=978-0-19-954011-2&rft.language=eng&rft.lccn=97023394&rft.object_id=111004366524650&rft.oclcnum=44963338&rft.place=Oxford&rft.primo=dedupmrg492058377&rft.private_data=<nyu_aleph>004774783</nyu_aleph><grp_id>534855026</grp_id><oa></oa><url></url>&rft.pub=Oxford+University+Press&rft.stitle=REPUBLIC&rft.title=The+republic+:+and,+the+laws&rft.tpages=242&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg492058377",Book | The republic and the laws | Cicero Marcus Tullius 1998 |  | Publisher:Oxford University Press ISBN:9780191593567,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18881646&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-24T22:14:43-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Cicero,+Marcus+Tullius&rft.aucorp=Powell,+Jonathan&rft.aufirst=Marcus+Tullius,&rft.auinitm=T&rft.aulast=Cicero&rft.btitle=The+republic+:+and,+the+laws&rft.date=1998&rft.eisbn=0-19-183841-1&rft.eisbn_additional=978-0-19-159356-7&rft.eissn=0192832360&rft.genre=book&rft.isbn=9780191593567&rft.isbn_additional=978-0-19-954011-2&rft.language=eng&rft.lccn=97023394&rft.object_id=111004366524650&rft.oclcnum=44963338&rft.place=Oxford&rft.primo=dedupmrg492058377&rft.private_data=<nyu_aleph>004774783</nyu_aleph><grp_id>534855026</grp_id><oa></oa><url></url>&rft.pub=Oxford+University+Press&rft.stitle=REPUBLIC&rft.title=The+republic+:+and,+the+laws&rft.tpages=242&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg492058377",Book | The republic and the laws | Cicero Marcus Tullius 1998 |  | Publisher:Oxford University Press ISBN:9780191593567,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18881646&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-25T01:52:35-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Cicero,+Marcus+Tullius&rft.aucorp=Powell,+Jonathan&rft.aufirst=Marcus+Tullius,&rft.auinitm=T&rft.aulast=Cicero&rft.btitle=The+republic+:+and,+the+laws&rft.date=1998&rft.eisbn=0-19-183841-1&rft.eisbn_additional=978-0-19-159356-7&rft.eissn=0192832360&rft.genre=book&rft.isbn=9780191593567&rft.isbn_additional=978-0-19-954011-2&rft.language=eng&rft.lccn=97023394&rft.object_id=111004366524650&rft.oclcnum=44963338&rft.place=Oxford&rft.primo=dedupmrg492058377&rft.private_data=<nyu_aleph>004774783</nyu_aleph><grp_id>534855026</grp_id><oa></oa><url></url>&rft.pub=Oxford+University+Press&rft.stitle=REPUBLIC&rft.title=The+republic+:+and,+the+laws&rft.tpages=242&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg492058377",Book | The republic and the laws | Cicero Marcus Tullius 1998 |  | Publisher:Oxford University Press ISBN:9780191593567,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18882660&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-16T17:40:28-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Jacobsen,+Thorkild&rft.aucorp=THORKILD+JACOBSEN&rft.aufirst=Thorkild,&rft.aulast=Jacobsen&rft.btitle=The+Harps+that+once--+:+Sumerian+poetry+in+translation&rft.date=1987&rft.eisbn=0-300-16187-5&rft.eissn=0300039069&rft.genre=book&rft.isbn=9780300161878&rft.language=eng&rft.lccn=87010559&rft.object_id=3360000000476265&rft.oclcnum=jst861792476&rft.place=New+Haven+;+London&rft.primo=dedupmrg374027928&rft.private_data=<nyu_aleph>005785687</nyu_aleph><grp_id>433402477</grp_id><oa></oa><url></url>&rft.pub=Yale+University+Press&rft.title=The+Harps+that+once--+:+Sumerian+poetry+in+translation&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg374027928",Book | The Harps that once Sumerian poetry in translation | Jacobsen Thorkild 1987 |  | Publisher:Yale University Press ISBN:9780300161878,0,0,2,0,2,2,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18884317&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-17T12:47:52-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.jtitle=Journal+for+Islamic+Studies&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rfr_id=info:sid/umlaut.code4lib.org:opensearch,Journal | Journal for Islamic studies |  | ISSN:0257-7062 | undefined,3,0,1,3,4,7,43,57,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18897926&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-30T13:33:03-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Richard+T.+LeGates&rft.aufirst=Richard+T.&rft.aulast=LeGates&rft.btitle=The+city+reader&rft.date=2011&rft.eisbn=0-203-86926-5&rft.eisbn_additional=9786613045386&rft.genre=book&rft.isbn=9780415556644&rft.isbn_additional=978-0-415-55664-4&rft.language=eng&rft.lccn=2010027851&rft.object_id=2560000000061550&rft.oclcnum=712654434&rft.place=London+;+New+York&rft.primo=dedupmrg52787609&rft.pub=Routledge&rft.stitle=CITY+READER+:+ROUTLEDGE+URBAN+READER+SERIES&rft.title=The+city+reader&rft.tpages=624&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg52787609,Book | The city reader | Richard T LeGates 2011 |  | Publisher:Routledge ISBN:9780415556644,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18902099&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-31T03:26:59-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Fuhrmann,+Geri+S.+W&rft.aucorp=Robert+A.+Zibbell&rft.aufirst=Geri+S.+W.&rft.aulast=Fuhrmann&rft.btitle=Evaluation+for+child+custody&rft.date=2011&rft.eisbn=0-19-026157-9&rft.eisbn_additional=9786613348760&rft.eissn=9780195329513&rft.genre=book&rft.isbn=9780190261573&rft.language=eng&rft.object_id=2550000000064980&rft.oclcnum=767731308&rft.place=New+York+;+Oxford&rft.primo=nyu_aleph005391667&rft.private_data=<nyu_aleph>005391667</nyu_aleph><grp_id>538498817</grp_id><oa></oa><url></url>&rft.pub=Oxford+University+Press&rft.title=Evaluation+for+child+custody&rft.tpages=288&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-nyu_aleph005391667",Book | Evaluation for child custody | Fuhrmann Geri S W 2011 |  | Publisher:Oxford University Press ISBN:9780190261573,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18902583&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-30T08:51:40-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Zarinebaf,+F.+(Fariba)&rft.aucorp=Zarinebaf,+F&rft.aufirst=F.&rft.auinitm=F&rft.aulast=Zarinebaf&rft.btitle=Crime+and+punishment+in+Istanbul+:+1700/1800&rft.date=2011&rft.eisbn=0-520-94756-8&rft.eisbn_additional=9786613277305&rft.eissn=9780520262201&rft.genre=book&rft.isbn=9780520947566&rft.language=eng&rft.lccn=2010020820&rft.object_id=2670000000059715&rft.oclcnum=701053852&rft.place=Berkeley&rft.primo=dedupmrg491479160&rft.private_data=<nyu_aleph>003570251</nyu_aleph><grp_id>553296020</grp_id><oa></oa><url></url>&rft.pub=University+of+California+Press&rft.stitle=CRIME+AND+PUNISHMENT+IN+ISTANBUL&rft.title=Crime+and+punishment+in+Istanbul+:+1700/1800&rft.tpages=304&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg491479160",Book | Crime and punishment in Istanbul 1700/1800 | Zarinebaf F Fariba 2011 |  | Publisher:University of California Press ISBN:9780520947566,0,0,6,0,6,6,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18902951&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-28T12:56:35-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.btitle=The+tempest&rft.eissn=9781408133477&rft.genre=book&rft.primo=nyu_aleph005885513&rft.private_data=<nyu_aleph>005885513</nyu_aleph><grp_id>21676334</grp_id><oa></oa><url></url>&rft.title=The+tempest&rft.au=Shakespeare,+William,+1564-1616,+author&rft.aulast=Shakespeare&rft.aufirst=William,&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-nyu_aleph005885513",Book | The Tempest | Shakespeare William |  | Publisher:Bloomsbury Publishing,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18907298&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-30T12:30:06-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Shakespeare,+William,+1564-1616,+author&rft.aufirst=William,&rft.aulast=Shakespeare&rft.btitle=The+tempest&rft.eissn=9781408133477&rft.genre=book&rft.primo=nyu_aleph005885513&rft.private_data=<nyu_aleph>005885513</nyu_aleph><grp_id>21676334</grp_id><oa></oa><url></url>&rft.title=The+tempest&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-nyu_aleph005885513",Book | The Tempest | Shakespeare William |  | Publisher:Bloomsbury Publishing,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18910318&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-03-31T22:55:46-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Bodin,+Jean&rft.aucorp=Bodin,+Jean;+Franklin,+Julian+H.&rft.aufirst=Jean,&rft.aulast=Bodin&rft.btitle=On+sovereignty+:+four+chapters+from+the+six+books+of+the+commonwealth&rft.date=1992&rft.eisbn=0-511-80281-1&rft.eisbn_additional=978-0-511-80281-2&rft.eissn=0521342066+9780521342063+0521349923+9780521349925&rft.genre=book&rft.isbn=0511802811&rft.isbn_additional=978-0-521-34992-5&rft.language=eng&rft.lccn=91019029&rft.object_id=2560000000091611&rft.oclcnum=818234291&rft.place=Cambridge+[England]+;+New+York&rft.primo=dedupmrg490082093&rft.private_data=<nyu_aleph>003984836</nyu_aleph><grp_id>553189221</grp_id><oa></oa><url></url>&rft.pub=Cambridge+University+Press&rft.title=On+sovereignty+:+four+chapters+from+the+six+books+of+the+commonwealth&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg490082093",Book | On sovereignty four chapters from the Six books of the commonwealth | Bodin Jean 1992 |  | Publisher:Cambridge University Press ISBN:0511802811,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18914023&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-06T11:42:44-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Toledano,+Ehud+R.&rft.aucorp=Project+Muse&rft.aufirst=Ehud+R.,&rft.auinitm=R&rft.aulast=Toledano&rft.btitle=Slavery+and+abolition+in+the+Ottoman+Middle+East&rft.date=1998&rft.eisbn=0-295-80242-1&rft.eisbn_additional=978-0-295-98065-2&rft.eissn=9780295976426&rft.genre=book&rft.isbn=029597642X&rft.language=eng&rft.lccn=97009571&rft.object_id=1000000000442162&rft.oclcnum=884588121&rft.place=Seattle&rft.primo=dedupmrg493004690&rft.private_data=<nyu_aleph>005816038</nyu_aleph><grp_id>553011009</grp_id><oa></oa><url></url>&rft.pub=University+of+Washington+Press&rft.title=Slavery+and+abolition+in+the+Ottoman+Middle+East&rft.tpages=185&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg493004690",Book | Slavery and abolition in the Ottoman Middle East | Toledano Ehud R 1998 |  | Publisher:University of Washington Press ISBN:029597642X,0,0,6,0,6,6,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18914121&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-03T16:47:27-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Richard+T.+LeGates&rft.aufirst=Richard+T.&rft.aulast=LeGates&rft.btitle=The+city+reader&rft.date=2011&rft.eisbn=0-203-86926-5&rft.eisbn_additional=9786613045386&rft.genre=book&rft.isbn=9780415556644&rft.isbn_additional=978-0-415-55664-4&rft.language=eng&rft.lccn=2010027851&rft.object_id=2560000000061550&rft.oclcnum=712654434&rft.place=London+;+New+York&rft.primo=dedupmrg52787609&rft.pub=Routledge&rft.stitle=CITY+READER+:+ROUTLEDGE+URBAN+READER+SERIES&rft.title=The+city+reader&rft.tpages=624&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg52787609,Book | The city reader | Richard T LeGates 2011 |  | Publisher:Routledge ISBN:9780415556644,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18914121&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-06T13:10:48-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Richard+T.+LeGates&rft.aufirst=Richard+T.&rft.aulast=LeGates&rft.btitle=The+city+reader&rft.date=2011&rft.eisbn=0-203-86926-5&rft.eisbn_additional=9786613045386&rft.genre=book&rft.isbn=9780415556644&rft.isbn_additional=978-0-415-55664-4&rft.language=eng&rft.lccn=2010027851&rft.object_id=2560000000061550&rft.oclcnum=712654434&rft.place=London+;+New+York&rft.primo=dedupmrg52787609&rft.pub=Routledge&rft.stitle=CITY+READER+:+ROUTLEDGE+URBAN+READER+SERIES&rft.title=The+city+reader&rft.tpages=624&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg52787609,Book | The city reader | Richard T LeGates 2011 |  | Publisher:Routledge ISBN:9780415556644,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18931935&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-14T21:17:23-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Bodin,+Jean&rft.aucorp=Bodin,+Jean;+Franklin,+Julian+H.&rft.aufirst=Jean,&rft.aulast=Bodin&rft.btitle=On+sovereignty+:+four+chapters+from+the+six+books+of+the+commonwealth&rft.date=1992&rft.eisbn=0-511-80281-1&rft.eisbn_additional=978-0-511-80281-2&rft.eissn=0521342066+9780521342063+0521349923+9780521349925&rft.genre=book&rft.isbn=0511802811&rft.isbn_additional=978-0-521-34992-5&rft.language=eng&rft.lccn=91019029&rft.object_id=2560000000091611&rft.oclcnum=818234291&rft.place=Cambridge+[England]+;+New+York&rft.primo=dedupmrg490082093&rft.private_data=<nyu_aleph>003984836</nyu_aleph><grp_id>553189221</grp_id><oa></oa><url></url>&rft.pub=Cambridge+University+Press&rft.title=On+sovereignty+:+four+chapters+from+the+six+books+of+the+commonwealth&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg490082093",Book | On sovereignty four chapters from the Six books of the commonwealth | Bodin Jean 1992 |  | Publisher:Cambridge University Press ISBN:0511802811,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18931935&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-15T06:06:44-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Bodin,+Jean&rft.aucorp=Bodin,+Jean;+Franklin,+Julian+H.&rft.aufirst=Jean,&rft.aulast=Bodin&rft.btitle=On+sovereignty+:+four+chapters+from+the+six+books+of+the+commonwealth&rft.date=1992&rft.eisbn=0-511-80281-1&rft.eisbn_additional=978-0-511-80281-2&rft.eissn=0521342066+9780521342063+0521349923+9780521349925&rft.genre=book&rft.isbn=0511802811&rft.isbn_additional=978-0-521-34992-5&rft.language=eng&rft.lccn=91019029&rft.object_id=2560000000091611&rft.oclcnum=818234291&rft.place=Cambridge+[England]+;+New+York&rft.primo=dedupmrg490082093&rft.private_data=<nyu_aleph>003984836</nyu_aleph><grp_id>553189221</grp_id><oa></oa><url></url>&rft.pub=Cambridge+University+Press&rft.title=On+sovereignty+:+four+chapters+from+the+six+books+of+the+commonwealth&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg490082093",Book | On sovereignty four chapters from the Six books of the commonwealth | Bodin Jean 1992 |  | Publisher:Cambridge University Press ISBN:0511802811,0,0,1,0,1,1,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18931940&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-11T20:47:49-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.btitle=The+republic+:+and,+the+laws&rft.date=1998&rft.eisbn=0-19-183841-1&rft.eisbn_additional=978-0-19-159356-7&rft.eissn=0192832360&rft.genre=book&rft.isbn=9780191593567&rft.isbn_additional=978-0-19-954011-2&rft.language=eng&rft.lccn=97023394&rft.object_id=111004366524650&rft.oclcnum=44963338&rft.place=Oxford&rft.primo=dedupmrg492058377&rft.private_data=<nyu_aleph>004774783</nyu_aleph><grp_id>534855026</grp_id><oa></oa><url></url>&rft.pub=Oxford+University+Press&rft.stitle=REPUBLIC&rft.title=The+republic+:+and,+the+laws&rft.au=Cicero,+Marcus+Tullius&rft.aulast=Cicero&rft.aufirst=Marcus+Tullius.&rft.auinitm=T&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg492058377",Book | The republic and the laws | Cicero Marcus Tullius 1998 |  | Publisher:Oxford University Press ISBN:9780191593567,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18931940&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-15T23:00:25-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Cicero,+Marcus+Tullius&rft.aucorp=Powell,+Jonathan&rft.aufirst=Marcus+Tullius,&rft.auinitm=T&rft.aulast=Cicero&rft.btitle=The+republic+:+and,+the+laws&rft.date=1998&rft.eisbn=0-19-183841-1&rft.eisbn_additional=978-0-19-159356-7&rft.eissn=0192832360&rft.genre=book&rft.isbn=9780191593567&rft.isbn_additional=978-0-19-954011-2&rft.language=eng&rft.lccn=97023394&rft.object_id=111004366524650&rft.oclcnum=44963338&rft.place=Oxford&rft.primo=dedupmrg492058377&rft.private_data=<nyu_aleph>004774783</nyu_aleph><grp_id>534855026</grp_id><oa></oa><url></url>&rft.pub=Oxford+University+Press&rft.stitle=REPUBLIC&rft.title=The+republic+:+and,+the+laws&rft.tpages=242&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg492058377",Book | The republic and the laws | Cicero Marcus Tullius 1998 |  | Publisher:Oxford University Press ISBN:9780191593567,0,0,2,0,2,2,0,100,0,0,0,0,0
"getit.library.nyu.edu/resolve?umlaut.referent_id=18932525&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-14T23:52:03-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Ge\u0301ron,+Aure\u0301lien,+author&rft.aufirst=Aure\u0301lien,&rft.aulast=Ge\u0301ron&rft.btitle=Hands-on+machine+learning+with+Scikit-Learn+and+TensorFlow+:+concepts,+tools,+and+techniques+to+build+intelligent+systems&rft.date=2017&rft.genre=book&rft.isbn=9781491962244&rft.oclcnum=978351632&rft.primo=nyu_aleph005835977&rft.private_data=<nyu_aleph>005835977</nyu_aleph><grp_id>486247309</grp_id><oa></oa><url></url>&rft.pub=\",Book | Hands-on machine learning with Scikit-Learn and TensorFlow concepts tools and techniques to build intelligent systems | Géron Aurélien 2017 |  | Publisher ISBN:9781491962244,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18953194&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-04-22T16:47:46-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Richard+T.+LeGates&rft.aufirst=Richard+T.&rft.aulast=LeGates&rft.btitle=The+city+reader&rft.date=2011&rft.eisbn=0-203-86926-5&rft.eisbn_additional=9786613045386&rft.genre=book&rft.isbn=9780415556644&rft.isbn_additional=978-0-415-55664-4&rft.language=eng&rft.lccn=2010027851&rft.object_id=2560000000061550&rft.oclcnum=712654434&rft.place=London+;+New+York&rft.primo=dedupmrg52787609&rft.pub=Routledge&rft.stitle=CITY+READER+:+ROUTLEDGE+URBAN+READER+SERIES&rft.title=The+city+reader&rft.tpages=624&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg52787609,Book | The city reader | Richard T LeGates 2011 |  | Publisher:Routledge ISBN:9780415556644,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18980804&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-05-09T11:46:11-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Richard+T.+LeGates&rft.aufirst=Richard+T.&rft.aulast=LeGates&rft.btitle=The+city+reader&rft.date=2011&rft.eisbn=0-203-86926-5&rft.eisbn_additional=9786613045386&rft.genre=book&rft.isbn=9780415556644&rft.isbn_additional=978-0-415-55664-4&rft.language=eng&rft.lccn=2010027851&rft.object_id=2560000000061550&rft.oclcnum=712654434&rft.place=London+;+New+York&rft.primo=dedupmrg52787609&rft.pub=Routledge&rft.stitle=CITY+READER+:+ROUTLEDGE+URBAN+READER+SERIES&rft.title=The+city+reader&rft.tpages=624&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg52787609,Book | The city reader | Richard T LeGates 2011 |  | Publisher:Routledge ISBN:9780415556644,0,0,1,0,1,1,0,100,0,0,0,0,0
getit.library.nyu.edu/resolve?umlaut.referent_id=18980804&url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&ctx_ver=Z39.88-2004&ctx_tim=2022-05-11T01:40:08-04:00&ctx_id=&ctx_enc=info:ofi/enc:UTF-8&rft.au=Richard+T.+LeGates&rft.aufirst=Richard+T.&rft.aulast=LeGates&rft.btitle=The+city+reader&rft.date=2011&rft.eisbn=0-203-86926-5&rft.eisbn_additional=9786613045386&rft.genre=book&rft.isbn=9780415556644&rft.isbn_additional=978-0-415-55664-4&rft.language=eng&rft.lccn=2010027851&rft.object_id=2560000000061550&rft.oclcnum=712654434&rft.place=London+;+New+York&rft.primo=dedupmrg52787609&rft.pub=Routledge&rft.stitle=CITY+READER+:+ROUTLEDGE+URBAN+READER+SERIES&rft.title=The+city+reader&rft.tpages=624&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rfr_id=info:sid/primo.exlibrisgroup.com:primo-dedupmrg52787609,Book | The city reader | Richard T LeGates 2011 |  | Publisher:Routledge ISBN:9780415556644,0,0,1,0,1,1,0,100,0,0,0,0,0
