Key,GetIt citation,# links: common,# links: Ariadne only,# links: GetIt only,# links: total,% total: Ariadne,% total: GetIt,ARIADNE: HTTP_400_BAD_REQUEST,GETIT: PAGE_NOT_FOUND,GETIT: PROBABLE_HTTP_400_BAD_REQUEST,GETIT: SORRY_SOMETHING_HAS_GONE_WRONG
getit.library.nyu.edu/resolve?=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.spage=19&rft.epage=36&rft.title=Thinking+with+Borges&rft.aulast=Gingerich&rft.date=2009&rft.artnum=1042&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&rft.aufirst=Stephen&url_ver=Z39.88-2004&sid=bepress:DigitalCommons&rft.atitle=Nothing+and+everything+:+theoretical+and+practical+nihilism+in+Borges&rft.genre=article,"Article | Nothing and everything theoretical and practical nihilism in Borges | Gingerich Stephen 2009 | Published in Journal Thinking with Borges Page 19 36. | ",0,0,0,0,n/a,n/a,0,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:econlit&atitle=The+Effect+of+Fast-Food+Availability+on+Fast-Food+Consumption+and+Obesity+among+Rural+Residents:+An+Analysis+by+Race/Ethnicity&title=Economics+and+Human+Biology&issn=1570677X&date=2012-01-01&volume=10&issue=1&spage=1&au=Dunn,+Richard+A;Sharkey,+Joseph+R;Horel,+Scott&isbn=&jtitle=Economics+and+Human+Biology&btitle=&rft_id=info:eric/1276219&rft_id=info:doi/10.1016/j.ehb.2011.09.005",Article | The Effect of Fast-Food Availability on Fast-Food Consumption and Obesity among Rural Residents An Analysis by Race/Ethnicity | Dunn Richard A 2012 Jan 01 | Published in Journal Economics and Human Biology Volume 10 Issue 1 Page 1. | ISSN:1570-677X,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:econlit&atitle=The+Influence+of+Confucius+on+Intellectual+Property+Rights+in+China&title=Journal+of+Emerging+Markets&issn=10839798&date=2011-10-01&volume=15&issue=3&spage=8&au=Chou,+Justin+A;Ratner,+Mitchell&isbn=&jtitle=Journal+of+Emerging+Markets&btitle=&rft_id=info:eric/1244467&rft_id=info:doi/",Article | The Influence of Confucius on Intellectual Property Rights in China | Chou Justin A 2011 Oct 01 | Published in Journal Journal of Emerging Markets Volume 15 Issue 3 Page 8. | ISSN:1083-9798,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:econlit&atitle=The+Multidimensional+Benefits+of+University+Student+Volunteering:+Psychological+Contract,+Expectations,+and+Outcomes&title=Nonprofit+and+Voluntary+Sector+Quarterly&issn=08997640&date=2020-02-01&volume=49&issue=1&spage=113&au=Haski-Leventhal,+Debbie;Paull,+Megan;Young,+Susan;MacCallum,+Judith;Holmes,+Kirsten;Omari,+Maryam&isbn=&jtitle=Nonprofit+and+Voluntary+Sector+Quarterly&btitle=&rft_id=info:eric/1831875&rft_id=info:doi/",Article | The Multidimensional Benefits of University Student Volunteering Psychological Contract Expectations and Outcomes | Haski-Leventhal Debbie 2020 Feb 01 | Published in Journal Nonprofit and Voluntary Sector Quarterly Volume 49 Issue 1 Page 113. | ISSN:0899-7640,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:econlit&atitle=Trends+in+Deep+Poverty+from+1968+to+2011:+The+Influence+of+Family+Structure,+Employment+Patterns,+and+the+Safety+Net&title=RSF:+The+Russell+Sage+Foundation+Journal+of+the+Social+Sciences&issn=23778253&date=2015-11-01&volume=1&issue=1&spage=14&au=Fox,+Liana;Wimer,+Christopher;Garfinkel,+Irwin;Kaushal,+Neeraj;Nam,+JaeHyun;Waldfogel,+Jane&isbn=&jtitle=RSF:+The+Russell+Sage+Foundation+Journal+of+the+Social+Sciences&btitle=&rft_id=info:eric/1666930&rft_id=info:doi/",Article | Trends in Deep Poverty from 1968 to 2011 The Influence of Family Structure Employment Patterns and the Safety Net | Fox Liana 2015 Nov 01 | Published in Journal RSF The Russell Sage Foundation Journal of the Social Sciences Volume 1 Issue 1 Page 14. | ISSN:2377-8253,0,0,6,6,0,100,1,0,0,0
getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:econlit&atitle=When+Climate+Change+Adaptation+Becomes+a+\,Article | When Climate Change Adaptation Becomes a  |  |  | undefined,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:econlit&atitle=Why+Brexit?+The+Toxic+Mix+of+Immigration+and+Austerity&title=Population+and+Development+Review&issn=00987921&date=2016-12-01&volume=42&issue=4&spage=673&au=Gietel-Basten,+Stuart&isbn=&jtitle=Population+and+Development+Review&btitle=&rft_id=info:eric/1642488&rft_id=info:doi/",Article | Why Brexit The Toxic Mix of Immigration and Austerity | Gietel-Basten Stuart 2016 Dec 01 | Published in Journal Population and Development Review Volume 42 Issue 4 Page 673. | ISSN:0098-7921,0,0,3,3,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:education&atitle=&ldquo;Talk+about+Bodies=&rdquo;:+Recommendations+for+Using+Transgender-Inclusive+Language+in+Sex+Education+Curricula=&title=Sex+Roles&issn=03600025&date=2021-02-01&volume=84&issue=3-4&spage=152&au=Tordoff,+Diana+M;Haley,+Samantha+G;Shook+Alic;Kantor+Alena;Crouch,+Julia+M;Ahrens+Kym&isbn=&jtitle=Sex+Roles&btitle=&rft_id=info:eric/&rft_id=info:doi/10.1007/s11199-020-01160-y",Article | “Talk about Bodies Recommendations for Using Transgender-Inclusive Language in Sex Education Curricula | Tordoff Diana M 2021 Feb 01 | Published in Journal Sex Roles Volume 84 Issue 3-4 Page 152 165. | ISSN:0360-0025,0,0,5,5,0,100,1,0,0,0
getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:education&atitle=At+War+with+the+State+in+Order+to+Save+the+Lives+of+Our+Children:+The+Battle+to+Save+Ethnic+Studies+in+Arizona&title=The+Black+Scholar&issn=00064246&date=2010-12-01&volume=40&issue=4&spage=7&au=&isbn=&jtitle=The+Black+Scholar&btitle=&rft_id=info:eric/&rft_id=info:doi/,Article | At War with the State in Order to Save the Lives of Our Children The Battle to Save Ethnic Studies in Arizona | 2010 Dec 01 | Published in Journal The Black Scholar Volume 40 Issue 4 Page 7. | ISSN:0006-4246,0,0,5,5,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:education&atitle=Black+queer+womanhood+matters:+searching+for+the+queer+herstory+of+Black+Lives+Matter+in+television+dramas&title=Critical+Studies+in+Media+Communication&issn=15295036&date=2019-10-01&volume=36&issue=4&spage=339&au=Petermon,+Jade+D;Spencer,+Leland+G&isbn=&jtitle=Critical+Studies+in+Media+Communication&btitle=&rft_id=info:eric/&rft_id=info:doi/10.1080/15295036.2019.1607518",Article | Black queer womanhood matters searching for the queer herstory of Black Lives Matter in television dramas | Petermon Jade D 2019 Oct 01 | Published in Journal Critical Studies in Media Communication Volume 36 Issue 4 Page 339 356. | ISSN:1529-5036,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:education&atitle=Bottom-up+morality:+The+basis+of+human+morality+in+our+primate+nature&title=Journal+of+Moral+Education&issn=03057240&date=2018-06-01&volume=47&issue=2&spage=248&au=de+Waal,+Frans;Sherblom,+Stephen+A&isbn=&jtitle=Journal+of+Moral+Education&btitle=&rft_id=info:eric/&rft_id=info:doi/10.1080/03057240.2018.1440701",Article | Bottom-up morality The basis of human morality in our primate nature | de Waal Frans 2018 Jun 01 | Published in Journal Journal of Moral Education Volume 47 Issue 2 Page 248 258. | ISSN:0305-7240,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:education&atitle=Gender-Math+Stereotype,+Biased+Self-Assessment,+and+Aspiration+in+STEM+Careers:+The+Gender+Gap+among+Early+Adolescents+in+China&title=Comparative+Education+Review&issn=00104086&date=2018-11-01&volume=62&issue=4&spage=522&au=Liu,+Ran&isbn=&jtitle=Comparative+Education+Review&btitle=&rft_id=info:eric/&rft_id=info:doi/",Article | Gender-Math Stereotype Biased Self-Assessment and Aspiration in STEM Careers The Gender Gap among Early Adolescents in China | Liu Ran 2018 Nov 01 | Published in Journal Comparative Education Review Volume 62 Issue 4 Page 522. | ISSN:0010-4086,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:envabstractsmodule&atitle=Environmentalism+and+Social+Justice&title=Dumping+in+Dixie:+Race+Class+and+Environ+Qual+(Westview+Press)&issn=&date=1994-01-01&volume=&issue=&spage=1&au=Bullard,+Robert+D&isbn=&jtitle=Dumping+in+Dixie:+Race+Class+and+Environ+Qual+(Westview+Press)&btitle=&rft_id=info:eric/10486982&rft_id=info:doi/","Article | Environmentalism and Social Justice | Bullard Robert D 1994 Jan 01 | Published in Journal Dumping in Dixie Race Class and Environ Qual Westview Press Page 1. | ",0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=&quot;In-Between+Spaces=&quot;:+An+Investigation+into+the+Embodiment+of+Culture+in+Contemporary+Dance=&title=Research+in+Dance+Education&issn=14647893&date=2008-03-01&volume=9&issue=1&spage=79&au=Smith,+Lucy&isbn=&jtitle=Research+in+Dance+Education&btitle=&rft_id=info:eric/EJ811824&rft_id=info:doi/",Article | Research in Dance Education | Smith Lucy 2008 Mar 01 | Published in Journal Volume 9 Issue 1 Page 79. | ISSN:1464-7893,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Creative+Writing+as+a+Second+Language:+What+Is+Creativity+for+Second+Language+Writers?&title=TESOL+Journal&issn=10567941&date=2018-12-01&volume=9&issue=4&spage=1&au=Eda+Hanci-Azizoglu,+B.&isbn=&jtitle=TESOL+Journal&btitle=&rft_id=info:eric/EJ1200751&rft_id=info:doi/10.1002/tesj.424",Article | Creative Writing as a Second Language What Is Creativity for Second Language Writers? | Eda Hanci-Azizoglu B 2018 Dec 01 | Published in Journal TESOL Journal Volume 9 Issue 4 Page 1. | ISSN:1056-7941,0,0,3,3,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Culturally+and+Linguistically+Responsive+Mathematics+Instruction+for+English+Learners+in+Multitiered+Support+Systems:+PLUSS+Enhancements&title=Learning+Disability+Quarterly&issn=07319487&date=2020-05-01&volume=43&issue=2&spage=101&au=Sanford,+Amanda+K.;Pinkney,+Christopher+J.;Brown,+Julie+Esparza;Elliott,+Cameron+G.;Rotert,+Emily+N.;Sennott,+Samuel+C.&isbn=&jtitle=Learning+Disability+Quarterly&btitle=&rft_id=info:eric/EJ1250248&rft_id=info:doi/10.1177/0731948719836173",Article | Culturally and Linguistically Responsive Mathematics Instruction for English Learners in Multitiered Support Systems PLUSS Enhancements | Sanford Amanda K 2020 May 01 | Published in Journal Learning Disability Quarterly Volume 43 Issue 2 Page 101 114. | ISSN:0731-9487,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Dance+and+Imagery--The+Link+between+Movement+and+Imagination&title=Journal+of+Physical+Education,+Recreation+and+Dance&issn=&date=1990-02-01&volume=61&issue=2&spage=17&au=And+Others&isbn=&jtitle=Journal+of+Physical+Education,+Recreation+and+Dance&btitle=&rft_id=info:eric/EJ407874&rft_id=info:doi/",Article | Dance and Imagery The Link between Movement and Imagination | And Others 1990 Feb 01 | Published in Journal Journal of Physical Education Recreation and Dance Volume 61 Issue 2 Page 17. | ISSN:0730-3084,0,0,6,6,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Harvard+and+Yale:+Too+Much+Affirmative+Action+or+Too+Little?&title=New+England+Journal+of+Higher+Education&issn=19385978&date=2020-09-01&volume=&issue=&spage=&au=Maguire,+John&isbn=&jtitle=New+England+Journal+of+Higher+Education&btitle=&rft_id=info:eric/EJ1273112&rft_id=info:doi/",Article | Harvard and Yale Too Much Affirmative Action or Too Little? | Maguire John 2020 Sep 01 | Published in Journal New England Journal of Higher Education. | ISSN:1938-5978,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Institutionalizing+Support+for+Undocumented+Latino/a+Students+in+American+Higher+Education&title=New+Directions+for+Higher+Education&issn=02710560&date=2015-01-01&volume=&issue=172&spage=39&au=Gildersleeve,+Ryan+Evely;Vigil,+Darsella&isbn=&jtitle=New+Directions+for+Higher+Education&btitle=&rft_id=info:eric/EJ1083577&rft_id=info:doi/10.1002/he.20151",Article | Institutionalizing Support for Undocumented Latino/a Students in American Higher Education | Gildersleeve Ryan Evely 2015 Jan 01 | Published in Journal New Directions for Higher Education Volume 2015 Issue 172 Page 39 48. | ISSN:0271-0560,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Postcolonial+Dilemmas+in+Narrative+Research&title=Compare:+A+Journal+of+Comparative+Education&issn=03057925&date=2008-06-01&volume=38&issue=3&spage=335&au=Fox,+Christine&isbn=&jtitle=Compare:+A+Journal+of+Comparative+Education&btitle=&rft_id=info:eric/EJ799519&rft_id=info:doi/",Article | Postcolonial Dilemmas in Narrative Research | Fox Christine 2008 Jun 01 | Published in Journal Compare A Journal of Comparative Education Volume 38 Issue 3 Page 335. | ISSN:0305-7925,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Quality+of+Life+and+Socioeconomic+Status:+A+Comparative+Study+among+Mothers+of+Children+with+and+without+Disabilities+in+Saudi+Arabia&title=Child+Care+in+Practice&issn=13575279&date=2020-01-01&volume=26&issue=1&spage=62&au=Alwhaibi,+Reem+Mohammed;Zaidi,+Uzma;Alzeiby,+Ibtisam;Alhusaini,+Adel&isbn=&jtitle=Child+Care+in+Practice&btitle=&rft_id=info:eric/EJ1236061&rft_id=info:doi/10.1080/13575279.2018.1512951",Article | Quality of Life and Socioeconomic Status A Comparative Study among Mothers of Children with and without Disabilities in Saudi Arabia | Alwhaibi Reem Mohammed 2020 Jan 01 | Published in Journal Child Care in Practice Volume 26 Issue 1 Page 62 80. | ISSN:1357-5279,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Radical+Affirmative+Action:+A+Call+to+Address+Hegemonic+Racialized+Themes+in+U.S.+Higher+Education+Race-Conscious+Admissions+Legal+Discourse&title=International+Journal+of+Qualitative+Studies+in+Education+(QSE)&issn=09518398&date=2021-01-01&volume=34&issue=4&spage=315&au=Ward,+LaWanda+W.+M.&isbn=&jtitle=International+Journal+of+Qualitative+Studies+in+Education+(QSE)&btitle=&rft_id=info:eric/EJ1295433&rft_id=info:doi/10.1080/09518398.2020.1754488",Article | Radical Affirmative Action A Call to Address Hegemonic Racialized Themes in U.S Higher Education Race-Conscious Admissions Legal Discourse | Ward LaWanda W M 2021 Jan 01 | Published in Journal International Journal of Qualitative Studies in Education QSE Volume 34 Issue 4 Page 315 329. | ISSN:0951-8398,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=School-Based+Transition+Readiness+Services+for+Adolescents+with+Disabilities&title=Journal+of+Occupational+Therapy,+Schools+&+Early+Intervention=&issn=19411243&date=2021-01-01&volume=14&issue=2&spage=207&au=Pierce,+Doris;Spence,+Amy;Sakemiller,+Lisa;Roberts,+Celeste&isbn=&jtitle=Journal+of+Occupational+Therapy,+Schools+&+Early+Intervention=&btitle=&rft_id=info:eric/EJ1301960&rft_id=info:doi/10.1080/19411243.2020.1835601",Article | School-Based Transition Readiness Services for Adolescents with Disabilities | Pierce Doris 2021 Jan 01 | Published in Journal Journal of Occupational Therapy Schools Volume 14 Issue 2 Page 207 224. | ISSN:1941-1243,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Stereotyped+English+Language+Use+and+Identity+in+Asian+Teaching+Assistants:+A+Poststructuralist+Perspective&title=RELC+Journal:+A+Journal+of+Language+Teaching+and+Research&issn=00336882&date=2020-08-01&volume=51&issue=2&spage=294&au=Wang,+Hao&isbn=&jtitle=RELC+Journal:+A+Journal+of+Language+Teaching+and+Research&btitle=&rft_id=info:eric/EJ1264117&rft_id=info:doi/10.1177/0033688218815703",Article | Stereotyped English Language Use and Identity in Asian Teaching Assistants A Poststructuralist Perspective | Wang Hao 2020 Aug 01 | Published in Journal RELC Journal A Journal of Language Teaching and Research Volume 51 Issue 2 Page 294 308. | ISSN:0033-6882,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Teaching+and+Learning+Physics+Using+3D+Virtual+Learning+Environment:+A+Case+Study+of+Combined+Virtual+Reality+and+Virtual+Laboratory+in+Secondary+School&title=Journal+of+Computers+in+Mathematics+and+Science+Teaching&issn=07319258&date=2020-01-01&volume=39&issue=1&spage=5&au=Bogusevschi,+Diana;Muntean,+Cristina;Muntean,+Gabriel-Miro&isbn=&jtitle=Journal+of+Computers+in+Mathematics+and+Science+Teaching&btitle=&rft_id=info:eric/EJ1248093&rft_id=info:doi/",Article | Teaching and Learning Physics Using 3D Virtual Learning Environment A Case Study of Combined Virtual Reality and Virtual Laboratory in Secondary School | Bogusevschi Diana 2020 Jan 01 | Published in Journal Journal of Computers in Mathematics and Science Teaching Volume 39 Issue 1 Page 5. | ISSN:0731-9258,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=The+Biology+of+Risk+Taking&title=Educational+Leadership&issn=00131784&date=2005-04-01&volume=62&issue=7&spage=22&au=Price,+Lisa+F.&isbn=&jtitle=Educational+Leadership&btitle=&rft_id=info:eric/EJ725963&rft_id=info:doi/",Article | The Biology of Risk Taking | Price Lisa F 2005 Apr 01 | Published in Journal Educational Leadership Volume 62 Issue 7 Page 22. | ISSN:0013-1784,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=The+Development+of+Japanese+Society+and+the+Modernization+of+Japanese+at+the+Time+of+the+Meiji+Restoration&title=Undefined&issn=&date=1985-06-01&volume=&issue=&spage=1&au=Takada,+Makoto&isbn=&jtitle=Undefined&btitle=&rft_id=info:eric/ED276281&rft_id=info:doi/","Article | The Development of Japanese Society and the Modernization of Japanese at the Time of the Meiji Restoration | Takada Makoto 1985 Jun 01 | Published in Journal Undefined Page 1. | ",0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=The+Evolving+Roles+of+Faculty+Learning+Communities:+A+University/High+School+Literacy+Partnership&title=Theory+Into+Practice&issn=00405841&date=2008-10-01&volume=47&issue=4&spage=327&au=Jetton,+Tamara+L.;Cancienne,+Mary+Beth;Greever,+Brenda&isbn=&jtitle=Theory+Into+Practice&btitle=&rft_id=info:eric/EJ813230&rft_id=info:doi/",Article | The Evolving Roles of Faculty Learning Communities A University/High School Literacy Partnership | Jetton Tamara L 2008 Oct 01 | Published in Journal Theory Into Practice Volume 47 Issue 4 Page 327. | ISSN:0040-5841,0,0,3,3,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=The+Relationship+of+Perceived+Family+Dynamics+to+Adolescents'+Principled+Moral+Reasoning&title=Journal+of+Adolescent+Research&issn=07435584&date=1994-10-01&volume=9&issue=4&spage=442&au=Bakken,+Linda;Romig,+Charles&isbn=&jtitle=Journal+of+Adolescent+Research&btitle=&rft_id=info:eric/EJ493635&rft_id=info:doi/",Article | The Relationship of Perceived Family Dynamics to Adolescents Principled Moral Reasoning | Bakken Linda 1994 Oct 01 | Published in Journal Journal of Adolescent Research Volume 9 Issue 4 Page 442. | ISSN:0743-5584,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=The+State+of+Race+and+Ethnicity+in+Higher+Education&title=Change:+The+Magazine+of+Higher+Learning&issn=00091383&date=2020-01-01&volume=52&issue=2&spage=27&au=Espinosa,+Lorelle+L.;Mitchell,+Ted&isbn=&jtitle=Change:+The+Magazine+of+Higher+Learning&btitle=&rft_id=info:eric/EJ1258103&rft_id=info:doi/10.1080/00091383.2020.1732769",Article | The State of Race and Ethnicity in Higher Education | Espinosa Lorelle L 2020 Jan 01 | Published in Journal Change The Magazine of Higher Learning Volume 52 Issue 2 Page 27 31. | ISSN:0009-1383,0,0,2,2,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:eric&atitle=Three+Positive+Approaches+to+School+Discipline:+Are+They+Compatible+with+Social+Justice+Principles?&title=Educational+&+Child+Psychology=&issn=0267-1611&date=2021-06-01&volume=38&issue=2&spage=71&au=Oxley,+Laura;Holden,+George+W.&isbn=&jtitle=Educational+&+Child+Psychology=&btitle=&rft_id=info:eric/EJ1291452&rft_id=info:doi/",Article | Three Positive Approaches to School Discipline Are They Compatible with Social Justice Principles? | Oxley Laura 2021 Jun 01 | Published in Journal Educational Volume 38 Issue 2 Page 71. | ISSN:0267-1611,0,0,1,1,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:europeannews&atitle=I+Love+One+Direction:+A+new+documentary+meets+the+1D+fans+who+are+so+obsessed+with+the+fab+five,+they're+even+willing+to+go+to+jail+for+them&title=The+Sun&issn=&date=2013-08-10&volume=&issue=&spage=8&au=Grady,+Oliver&isbn=&jtitle=The+Sun&btitle=&rft_id=info:eric/&rft_id=info:doi/","Article | I Love One Direction A new documentary meets the 1D fans who are so obsessed with the fab five they're even willing to go to jail for them | Grady Oliver 2013 Aug 10 | Published in Journal The Sun Page 8. | ",0,0,25,25,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:europeannews&atitle=My+sense+of+purpose+evaporated:+For+years,+Marina+Diamandis+wanted+to+be+the+biggest+pop+star+in+the+world.+Not+any+more.+As+she+releases+her+fifth+album,+she+tells+Michael+Cragg+why+she's+stopped+chasing+hits&title=i&issn=20454929&date=2021-06-11&volume=&issue=&spage=39&au=Cragg,+Michael&isbn=&jtitle=i&btitle=&rft_id=info:eric/&rft_id=info:doi/",Article | My sense of purpose evaporated For years Marina Diamandis wanted to be the biggest pop star in the world Not any more As she releases her fifth album she tells Michael Cragg why she's stopped chasing hits | Cragg Michael 2021 Jun 11 | Published in Journal i Page 39. | ISSN:2045-4929,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:fiafindex&atitle=A+vision+of+blindness:+Blade+runner+and+moral+redemption.&title=Film-Philosophy&issn=1466-4615&date=2017-10-01&volume=XXI&issue=3&spage=371&au=Macarthur,+David&isbn=&jtitle=Film-Philosophy&btitle=&rft_id=info:eric/F2017.+93152695&rft_id=info:doi/",Article | A vision of blindness Blade runner and moral redemption. | Macarthur David 2017 Oct 01 | Published in Journal Film-Philosophy Volume XXI Issue 3 Page 371. | ISSN:1466-4615,0,0,4,4,0,100,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:fiafindex&atitle=John+Ford,+John+Ford,+John+Ford.&title=Film-dienst&issn=07200781&date=2014-12-01&volume=LXVII&issue=26&spage=28&au=Schnelle,+Josef&isbn=&jtitle=Film-dienst&btitle=&rft_id=info:eric/F2015.+24520590&rft_id=info:doi/",Article | John Ford John Ford John Ford. | Schnelle Josef 2014 Dec 01 | Published in Journal Film-dienst Volume LXVII Issue 26 Page 28. | ISSN:0720-0781,0,0,0,0,n/a,n/a,1,0,0,0
"getit.library.nyu.edu/resolve?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=article&sid=ProQ:ProQ:fiafindex&atitle=Lois+Weber,+progressive+cinema,+and+the+fate+of+\",Article | Lois Weber progressive cinema and the fate of  |  |  | undefined,0,0,0,0,n/a,n/a,1,0,0,0
